dataset;metodo;strategia;llm_model;Silhouette;Davies-Bouldin;Compactness_class_1;KL_mean;JS_mean;Q_multi_attribute_similarity;KS_mean;Chi2_mean;WD_mean;pMSE;Precision;Recall;Density;Coverage;mDCR;MAD_mean;MMD;PCA_WD_mean;PCA_explained_var_cum;Moment_mean_diff;Moment_var_diff;Moment_skew_diff;Moment_kurt_diff;FE_real_mean;FE_syn_mean;FE_ratio_mean;Coverage_div
kddcup-guess_passwd_vs_satan;gemma4_31b_cloud__hierarchical;hierarchical;gemma4_31b_cloud;0.585 +/- 0.000;0.615 +/- 0.000;7.37 +/- 0.000;0.172 +/- 0.000;0.049 +/- 0.000;0.915 +/- 0.000;0.204 +/- 0.000;0.07 +/- 0.000;0.531 +/- 0.000;0.05 +/- 0.000;0.922 +/- 0.000;1.0 +/- 0.000;1.382 +/- 0.000;1.0 +/- 0.000;1.0 +/- 0.000;0.508 +/- 0.000;0.563 +/- 0.000;2.151 +/- 0.000;0.742 +/- 0.000;0.508 +/- 0.000;0.96 +/- 0.000;nan +/- 0.000;nan +/- 0.000;nan +/- 0.000;nan +/- 0.000;1.136 +/- 0.000;1.0 +/- 0.000
Migraine_onevsrest_0;gemma4_31b_cloud__hierarchical;hierarchical;gemma4_31b_cloud;0.116 +/- 0.000;4.305 +/- 0.000;32.339 +/- 0.000;0.005 +/- 0.000;0.001 +/- 0.000;0.998 +/- 0.000;0.025 +/- 0.000;0.003 +/- 0.000;0.06 +/- 0.000;0.005 +/- 0.000;1.0 +/- 0.000;1.0 +/- 0.000;1.17 +/- 0.000;1.0 +/- 0.000;0.0 +/- 0.000;0.058 +/- 0.000;0.048 +/- 0.000;0.139 +/- 0.000;0.492 +/- 0.000;0.058 +/- 0.000;0.138 +/- 0.000;nan +/- 0.000;nan +/- 0.000;nan +/- 0.000;nan +/- 0.000;0.813 +/- 0.000;1.0 +/- 0.000
Migraine_onevsrest_1;gemma4_31b_cloud__hierarchical;hierarchical;gemma4_31b_cloud;0.091 +/- 0.000;2.214 +/- 0.000;4.318 +/- 0.000;0.033 +/- 0.000;0.008 +/- 0.000;0.984 +/- 0.000;0.068 +/- 0.000;0.016 +/- 0.000;0.147 +/- 0.000;0.024 +/- 0.000;0.998 +/- 0.000;1.0 +/- 0.000;1.145 +/- 0.000;1.0 +/- 0.000;0.0 +/- 0.000;0.145 +/- 0.000;0.173 +/- 0.000;0.384 +/- 0.000;0.492 +/- 0.000;0.145 +/- 0.000;0.257 +/- 0.000;nan +/- 0.000;nan +/- 0.000;nan +/- 0.000;nan +/- 0.000;0.712 +/- 0.000;1.0 +/- 0.000
Migraine_onevsrest_2;gemma4_31b_cloud__hierarchical;hierarchical;gemma4_31b_cloud;0.047 +/- 0.000;3.309 +/- 0.000;9.552 +/- 0.000;0.026 +/- 0.000;0.006 +/- 0.000;0.987 +/- 0.000;0.057 +/- 0.000;0.013 +/- 0.000;0.143 +/- 0.000;0.026 +/- 0.000;0.999 +/- 0.000;1.0 +/- 0.000;1.248 +/- 0.000;1.0 +/- 0.000;0.0 +/- 0.000;0.131 +/- 0.000;0.138 +/- 0.000;0.284 +/- 0.000;0.492 +/- 0.000;0.131 +/- 0.000;0.37 +/- 0.000;nan +/- 0.000;nan +/- 0.000;nan +/- 0.000;nan +/- 0.000;0.792 +/- 0.000;1.0 +/- 0.000
Migraine_onevsrest_3;gemma4_31b_cloud__hierarchical;hierarchical;gemma4_31b_cloud;0.28 +/- 0.000;1.536 +/- 0.000;11.792 +/- 0.000;0.104 +/- 0.000;0.029 +/- 0.000;0.945 +/- 0.000;0.133 +/- 0.000;0.045 +/- 0.000;0.515 +/- 0.000;0.046 +/- 0.000;0.983 +/- 0.000;1.0 +/- 0.000;1.017 +/- 0.000;1.0 +/- 0.000;0.0 +/- 0.000;0.514 +/- 0.000;0.324 +/- 0.000;1.131 +/- 0.000;0.492 +/- 0.000;0.514 +/- 0.000;2.341 +/- 0.000;nan +/- 0.000;nan +/- 0.000;nan +/- 0.000;nan +/- 0.000;1.917 +/- 0.000;1.0 +/- 0.000
Migraine_onevsrest_4;gemma4_31b_cloud__hierarchical;hierarchical;gemma4_31b_cloud;0.148 +/- 0.000;2.98 +/- 0.000;20.559 +/- 0.000;0.045 +/- 0.000;0.012 +/- 0.000;0.975 +/- 0.000;0.076 +/- 0.000;0.02 +/- 0.000;0.356 +/- 0.000;0.036 +/- 0.000;1.0 +/- 0.000;1.0 +/- 0.000;1.044 +/- 0.000;1.0 +/- 0.000;0.0 +/- 0.000;0.343 +/- 0.000;0.231 +/- 0.000;0.772 +/- 0.000;0.492 +/- 0.000;0.343 +/- 0.000;2.136 +/- 0.000;nan +/- 0.000;nan +/- 0.000;nan +/- 0.000;nan +/- 0.000;2.002 +/- 0.000;1.0 +/- 0.000
Migraine_onevsrest_5;gemma4_31b_cloud__hierarchical;hierarchical;gemma4_31b_cloud;0.025 +/- 0.000;3.9 +/- 0.000;10.28 +/- 0.000;0.03 +/- 0.000;0.008 +/- 0.000;0.984 +/- 0.000;0.057 +/- 0.000;0.014 +/- 0.000;0.127 +/- 0.000;0.024 +/- 0.000;0.99 +/- 0.000;1.0 +/- 0.000;1.075 +/- 0.000;1.0 +/- 0.000;0.0 +/- 0.000;0.116 +/- 0.000;0.134 +/- 0.000;0.294 +/- 0.000;0.492 +/- 0.000;0.116 +/- 0.000;0.258 +/- 0.000;nan +/- 0.000;nan +/- 0.000;nan +/- 0.000;nan +/- 0.000;0.779 +/- 0.000;1.0 +/- 0.000
new-thyroid1;gemma4_31b_cloud__hierarchical;hierarchical;gemma4_31b_cloud;0.505 +/- 0.000;0.755 +/- 0.000;1.503 +/- 0.000;0.266 +/- 0.000;0.076 +/- 0.000;0.875 +/- 0.000;0.318 +/- 0.000;0.116 +/- 0.000;0.668 +/- 0.000;0.035 +/- 0.000;0.997 +/- 0.000;1.0 +/- 0.000;1.185 +/- 0.000;1.0 +/- 0.000;0.0 +/- 0.000;0.662 +/- 0.000;0.412 +/- 0.000;0.644 +/- 0.000;1.0 +/- 0.000;0.662 +/- 0.000;0.924 +/- 0.000;1.476 +/- 0.000;11.192 +/- 0.000;2.444 +/- 0.000;2.483 +/- 0.000;1.018 +/- 0.000;1.0 +/- 0.000
newthyroid2;gemma4_31b_cloud__hierarchical;hierarchical;gemma4_31b_cloud;0.488 +/- 0.000;0.8 +/- 0.000;1.728 +/- 0.000;0.218 +/- 0.000;0.063 +/- 0.000;0.877 +/- 0.000;0.258 +/- 0.000;0.097 +/- 0.000;0.572 +/- 0.000;0.03 +/- 0.000;1.0 +/- 0.000;1.0 +/- 0.000;1.241 +/- 0.000;1.0 +/- 0.000;0.0 +/- 0.000;0.565 +/- 0.000;0.35 +/- 0.000;0.507 +/- 0.000;1.0 +/- 0.000;0.565 +/- 0.000;0.642 +/- 0.000;1.356 +/- 0.000;11.313 +/- 0.000;2.444 +/- 0.000;2.577 +/- 0.000;1.056 +/- 0.000;1.0 +/- 0.000
Obesity_onevsrest_0;gemma4_31b_cloud__hierarchical;hierarchical;gemma4_31b_cloud;0.1 +/- 0.000;2.998 +/- 0.000;11.229 +/- 0.000;0.057 +/- 0.000;0.015 +/- 0.000;0.965 +/- 0.000;0.11 +/- 0.000;0.025 +/- 0.000;0.222 +/- 0.000;0.03 +/- 0.000;0.94 +/- 0.000;1.0 +/- 0.000;1.02 +/- 0.000;1.0 +/- 0.000;0.0 +/- 0.000;0.212 +/- 0.000;0.147 +/- 0.000;0.417 +/- 0.000;0.543 +/- 0.000;0.212 +/- 0.000;0.217 +/- 0.000;0.659 +/- 0.000;4.557 +/- 0.000;1.105 +/- 0.000;1.066 +/- 0.000;0.95 +/- 0.000;1.0 +/- 0.000
Obesity_onevsrest_1;gemma4_31b_cloud__hierarchical;hierarchical;gemma4_31b_cloud;0.106 +/- 0.000;3.052 +/- 0.000;15.595 +/- 0.000;0.054 +/- 0.000;0.014 +/- 0.000;0.97 +/- 0.000;0.102 +/- 0.000;0.025 +/- 0.000;0.253 +/- 0.000;0.027 +/- 0.000;0.966 +/- 0.000;1.0 +/- 0.000;0.945 +/- 0.000;1.0 +/- 0.000;0.0 +/- 0.000;0.242 +/- 0.000;0.14 +/- 0.000;0.4 +/- 0.000;0.543 +/- 0.000;0.242 +/- 0.000;0.317 +/- 0.000;0.556 +/- 0.000;3.891 +/- 0.000;1.124 +/- 0.000;1.172 +/- 0.000;1.118 +/- 0.000;1.0 +/- 0.000
Obesity_onevsrest_2;gemma4_31b_cloud__hierarchical;hierarchical;gemma4_31b_cloud;0.02 +/- 0.000;5.092 +/- 0.000;10.606 +/- 0.000;0.042 +/- 0.000;0.011 +/- 0.000;0.977 +/- 0.000;0.075 +/- 0.000;0.019 +/- 0.000;0.171 +/- 0.000;0.02 +/- 0.000;0.948 +/- 0.000;1.0 +/- 0.000;0.959 +/- 0.000;1.0 +/- 0.000;0.0 +/- 0.000;0.136 +/- 0.000;0.148 +/- 0.000;0.269 +/- 0.000;0.543 +/- 0.000;0.136 +/- 0.000;0.218 +/- 0.000;0.553 +/- 0.000;4.64 +/- 0.000;1.168 +/- 0.000;1.109 +/- 0.000;0.903 +/- 0.000;1.0 +/- 0.000
Obesity_onevsrest_3;gemma4_31b_cloud__hierarchical;hierarchical;gemma4_31b_cloud;0.024 +/- 0.000;4.852 +/- 0.000;9.629 +/- 0.000;0.041 +/- 0.000;0.01 +/- 0.000;0.976 +/- 0.000;0.081 +/- 0.000;0.019 +/- 0.000;0.166 +/- 0.000;0.022 +/- 0.000;0.929 +/- 0.000;1.0 +/- 0.000;0.973 +/- 0.000;1.0 +/- 0.000;0.0 +/- 0.000;0.124 +/- 0.000;0.137 +/- 0.000;0.231 +/- 0.000;0.543 +/- 0.000;0.124 +/- 0.000;0.234 +/- 0.000;0.551 +/- 0.000;4.103 +/- 0.000;1.149 +/- 0.000;1.09 +/- 0.000;0.893 +/- 0.000;1.0 +/- 0.000
Obesity_onevsrest_4;gemma4_31b_cloud__hierarchical;hierarchical;gemma4_31b_cloud;0.024 +/- 0.000;4.425 +/- 0.000;9.91 +/- 0.000;0.039 +/- 0.000;0.01 +/- 0.000;0.978 +/- 0.000;0.084 +/- 0.000;0.018 +/- 0.000;0.172 +/- 0.000;0.016 +/- 0.000;0.914 +/- 0.000;1.0 +/- 0.000;0.901 +/- 0.000;1.0 +/- 0.000;0.0 +/- 0.000;0.144 +/- 0.000;0.112 +/- 0.000;0.285 +/- 0.000;0.543 +/- 0.000;0.144 +/- 0.000;0.209 +/- 0.000;0.548 +/- 0.000;4.299 +/- 0.000;1.148 +/- 0.000;1.117 +/- 0.000;0.929 +/- 0.000;1.0 +/- 0.000
Obesity_onevsrest_5;gemma4_31b_cloud__hierarchical;hierarchical;gemma4_31b_cloud;0.088 +/- 0.000;2.469 +/- 0.000;6.713 +/- 0.000;0.065 +/- 0.000;0.016 +/- 0.000;0.966 +/- 0.000;0.115 +/- 0.000;0.03 +/- 0.000;0.232 +/- 0.000;0.025 +/- 0.000;0.844 +/- 0.000;1.0 +/- 0.000;0.854 +/- 0.000;1.0 +/- 0.000;0.0 +/- 0.000;0.213 +/- 0.000;0.18 +/- 0.000;0.384 +/- 0.000;0.543 +/- 0.000;0.213 +/- 0.000;0.222 +/- 0.000;0.732 +/- 0.000;4.765 +/- 0.000;1.126 +/- 0.000;1.068 +/- 0.000;0.892 +/- 0.000;1.0 +/- 0.000
Obesity_onevsrest_6;gemma4_31b_cloud__hierarchical;hierarchical;gemma4_31b_cloud;0.186 +/- 0.000;1.851 +/- 0.000;1.279 +/- 0.000;0.06 +/- 0.000;0.015 +/- 0.000;0.97 +/- 0.000;0.118 +/- 0.000;0.028 +/- 0.000;0.241 +/- 0.000;0.023 +/- 0.000;0.947 +/- 0.000;1.0 +/- 0.000;2.242 +/- 0.000;1.0 +/- 0.000;0.0 +/- 0.000;0.216 +/- 0.000;0.199 +/- 0.000;0.448 +/- 0.000;0.533 +/- 0.000;0.216 +/- 0.000;0.293 +/- 0.000;0.859 +/- 0.000;5.708 +/- 0.000;0.848 +/- 0.000;0.689 +/- 0.000;0.773 +/- 0.000;1.0 +/- 0.000
page-blocks-1-3_vs_4;gemma4_31b_cloud__hierarchical;hierarchical;gemma4_31b_cloud;0.328 +/- 0.000;1.269 +/- 0.000;3.451 +/- 0.000;0.406 +/- 0.000;0.118 +/- 0.000;0.822 +/- 0.000;0.366 +/- 0.000;0.162 +/- 0.000;0.422 +/- 0.000;0.036 +/- 0.000;1.0 +/- 0.000;1.0 +/- 0.000;0.992 +/- 0.000;1.0 +/- 0.000;0.0 +/- 0.000;0.29 +/- 0.000;0.351 +/- 0.000;0.399 +/- 0.000;0.968 +/- 0.000;0.29 +/- 0.000;0.362 +/- 0.000;1.151 +/- 0.000;9.606 +/- 0.000;2.108 +/- 0.000;2.516 +/- 0.000;1.318 +/- 0.000;1.0 +/- 0.000
pima;gemma4_31b_cloud__hierarchical;hierarchical;gemma4_31b_cloud;0.112 +/- 0.000;2.962 +/- 0.000;8.109 +/- 0.000;0.058 +/- 0.000;0.016 +/- 0.000;0.958 +/- 0.000;0.127 +/- 0.000;0.029 +/- 0.000;0.235 +/- 0.000;0.016 +/- 0.000;1.0 +/- 0.000;1.0 +/- 0.000;1.094 +/- 0.000;1.0 +/- 0.000;0.0 +/- 0.000;0.202 +/- 0.000;0.154 +/- 0.000;0.292 +/- 0.000;0.812 +/- 0.000;0.202 +/- 0.000;0.202 +/- 0.000;0.338 +/- 0.000;1.139 +/- 0.000;2.45 +/- 0.000;2.423 +/- 0.000;0.989 +/- 0.000;1.0 +/- 0.000
transfusion;gemma4_31b_cloud__hierarchical;hierarchical;gemma4_31b_cloud;0.131 +/- 0.000;2.291 +/- 0.000;2.965 +/- 0.000;0.135 +/- 0.000;0.037 +/- 0.000;0.913 +/- 0.000;0.18 +/- 0.000;0.064 +/- 0.000;0.28 +/- 0.000;0.012 +/- 0.000;0.913 +/- 0.000;1.0 +/- 0.000;1.488 +/- 0.000;1.0 +/- 0.000;0.0 +/- 0.000;0.215 +/- 0.000;0.189 +/- 0.000;0.247 +/- 0.000;1.0 +/- 0.000;0.215 +/- 0.000;0.175 +/- 0.000;0.833 +/- 0.000;4.423 +/- 0.000;2.444 +/- 0.000;2.587 +/- 0.000;1.067 +/- 0.000;1.0 +/- 0.000
vowel0;gemma4_31b_cloud__hierarchical;hierarchical;gemma4_31b_cloud;0.043 +/- 0.000;4.41 +/- 0.000;7.949 +/- 0.000;0.101 +/- 0.000;0.026 +/- 0.000;0.927 +/- 0.000;0.128 +/- 0.000;0.045 +/- 0.000;0.24 +/- 0.000;0.013 +/- 0.000;0.822 +/- 0.000;1.0 +/- 0.000;0.859 +/- 0.000;1.0 +/- 0.000;0.0 +/- 0.000;0.146 +/- 0.000;0.138 +/- 0.000;0.364 +/- 0.000;0.816 +/- 0.000;0.146 +/- 0.000;0.24 +/- 0.000;0.186 +/- 0.000;0.597 +/- 0.000;2.642 +/- 0.000;2.495 +/- 0.000;0.955 +/- 0.000;1.0 +/- 0.000
yeast1;gemma4_31b_cloud__hierarchical;hierarchical;gemma4_31b_cloud;0.046 +/- 0.000;4.359 +/- 0.000;6.016 +/- 0.000;0.07 +/- 0.000;0.021 +/- 0.000;0.956 +/- 0.000;0.089 +/- 0.000;0.031 +/- 0.000;0.24 +/- 0.000;0.026 +/- 0.000;0.998 +/- 0.000;1.0 +/- 0.000;1.073 +/- 0.000;1.0 +/- 0.000;0.0 +/- 0.000;0.19 +/- 0.000;0.271 +/- 0.000;0.385 +/- 0.000;0.754 +/- 0.000;0.19 +/- 0.000;0.595 +/- 0.000;0.701 +/- 0.000;12.634 +/- 0.000;2.251 +/- 0.000;2.27 +/- 0.000;0.95 +/- 0.000;1.0 +/- 0.000
yeast3;gemma4_31b_cloud__hierarchical;hierarchical;gemma4_31b_cloud;0.007 +/- 0.000;4.14 +/- 0.000;2.824 +/- 0.000;0.056 +/- 0.000;0.015 +/- 0.000;0.957 +/- 0.000;0.078 +/- 0.000;0.024 +/- 0.000;0.14 +/- 0.000;0.004 +/- 0.000;0.994 +/- 0.000;1.0 +/- 0.000;1.157 +/- 0.000;1.0 +/- 0.000;0.0 +/- 0.000;0.07 +/- 0.000;0.148 +/- 0.000;0.191 +/- 0.000;0.754 +/- 0.000;0.07 +/- 0.000;0.351 +/- 0.000;1.082 +/- 0.000;22.583 +/- 0.000;2.339 +/- 0.000;2.252 +/- 0.000;0.885 +/- 0.000;1.0 +/- 0.000
abalone9-18;gemma4_31b_cloud__react;react;gemma4_31b_cloud;0.037 +/- 0.000;4.816 +/- 0.000;5.893 +/- 0.000;0.054 +/- 0.000;0.013 +/- 0.000;0.944 +/- 0.000;0.106 +/- 0.000;0.024 +/- 0.000;0.177 +/- 0.000;0.027 +/- 0.000;0.985 +/- 0.000;1.0 +/- 0.000;0.947 +/- 0.000;1.0 +/- 0.000;0.0 +/- 0.000;0.157 +/- 0.000;0.114 +/- 0.000;0.203 +/- 0.000;0.983 +/- 0.000;0.157 +/- 0.000;0.134 +/- 0.000;0.214 +/- 0.000;0.606 +/- 0.000;2.548 +/- 0.000;2.465 +/- 0.000;0.972 +/- 0.000;1.0 +/- 0.000
cleveland-0_vs_4;gemma4_31b_cloud__react;react;gemma4_31b_cloud;0.185 +/- 0.000;2.029 +/- 0.000;10.002 +/- 0.000;0.113 +/- 0.000;0.03 +/- 0.000;0.933 +/- 0.000;0.174 +/- 0.000;0.051 +/- 0.000;0.355 +/- 0.000;0.034 +/- 0.000;1.0 +/- 0.000;1.0 +/- 0.000;1.218 +/- 0.000;1.0 +/- 0.000;0.0 +/- 0.000;0.337 +/- 0.000;0.226 +/- 0.000;0.453 +/- 0.000;0.591 +/- 0.000;0.337 +/- 0.000;0.273 +/- 0.000;0.647 +/- 0.000;1.389 +/- 0.000;1.272 +/- 0.000;1.402 +/- 0.000;1.149 +/- 0.000;1.0 +/- 0.000
dermatology-6;gemma4_31b_cloud__react;react;gemma4_31b_cloud;0.127 +/- 0.000;2.112 +/- 0.000;13.221 +/- 0.000;0.141 +/- 0.000;0.042 +/- 0.000;0.929 +/- 0.000;0.158 +/- 0.000;0.05 +/- 0.000;0.351 +/- 0.000;0.04 +/- 0.000;0.979 +/- 0.000;1.0 +/- 0.000;0.968 +/- 0.000;1.0 +/- 0.000;0.0 +/- 0.000;0.323 +/- 0.000;0.268 +/- 0.000;1.044 +/- 0.000;0.631 +/- 0.000;0.323 +/- 0.000;0.503 +/- 0.000;0.928 +/- 0.000;3.974 +/- 0.000;0.877 +/- 0.000;1.142 +/- 0.000;1.459 +/- 0.000;1.0 +/- 0.000
iris0;gemma4_31b_cloud__react;react;gemma4_31b_cloud;0.602 +/- 0.000;0.588 +/- 0.000;0.832 +/- 0.000;0.056 +/- 0.000;0.014 +/- 0.000;0.979 +/- 0.000;0.16 +/- 0.000;0.027 +/- 0.000;0.294 +/- 0.000;0.007 +/- 0.000;1.0 +/- 0.000;1.0 +/- 0.000;1.169 +/- 0.000;1.0 +/- 0.000;0.0 +/- 0.000;0.29 +/- 0.000;0.158 +/- 0.000;0.178 +/- 0.000;1.0 +/- 0.000;0.29 +/- 0.000;0.076 +/- 0.000;0.429 +/- 0.000;0.103 +/- 0.000;1.798 +/- 0.000;1.704 +/- 0.000;0.94 +/- 0.000;1.0 +/- 0.000
ecoli-0_vs_1;gemma4_31b_cloud__react;react;gemma4_31b_cloud;0.359 +/- 0.000;1.243 +/- 0.000;6.391 +/- 0.000;0.028 +/- 0.000;0.008 +/- 0.000;0.979 +/- 0.000;0.069 +/- 0.000;0.013 +/- 0.000;0.134 +/- 0.000;0.007 +/- 0.000;1.0 +/- 0.000;1.0 +/- 0.000;1.164 +/- 0.000;1.0 +/- 0.000;0.0 +/- 0.000;0.116 +/- 0.000;0.096 +/- 0.000;0.181 +/- 0.000;0.984 +/- 0.000;0.116 +/- 0.000;0.118 +/- 0.000;nan +/- 0.000;nan +/- 0.000;nan +/- 0.000;nan +/- 0.000;0.838 +/- 0.000;1.0 +/- 0.000
ecoli1;gemma4_31b_cloud__react;react;gemma4_31b_cloud;0.212 +/- 0.000;1.78 +/- 0.000;3.26 +/- 0.000;0.063 +/- 0.000;0.017 +/- 0.000;0.96 +/- 0.000;0.112 +/- 0.000;0.03 +/- 0.000;0.213 +/- 0.000;0.016 +/- 0.000;1.0 +/- 0.000;1.0 +/- 0.000;1.19 +/- 0.000;1.0 +/- 0.000;0.0 +/- 0.000;0.193 +/- 0.000;0.153 +/- 0.000;0.246 +/- 0.000;0.914 +/- 0.000;0.193 +/- 0.000;0.24 +/- 0.000;1.102 +/- 0.000;28.682 +/- 0.000;1.691 +/- 0.000;1.654 +/- 0.000;0.902 +/- 0.000;1.0 +/- 0.000
kddcup-guess_passwd_vs_satan;gemma4_31b_cloud__react;react;gemma4_31b_cloud;0.587 +/- 0.000;0.611 +/- 0.000;7.35 +/- 0.000;0.173 +/- 0.000;0.049 +/- 0.000;0.915 +/- 0.000;0.204 +/- 0.000;0.071 +/- 0.000;0.531 +/- 0.000;0.05 +/- 0.000;0.956 +/- 0.000;1.0 +/- 0.000;1.43 +/- 0.000;1.0 +/- 0.000;1.0 +/- 0.000;0.508 +/- 0.000;0.563 +/- 0.000;2.153 +/- 0.000;0.742 +/- 0.000;0.508 +/- 0.000;0.96 +/- 0.000;nan +/- 0.000;nan +/- 0.000;nan +/- 0.000;nan +/- 0.000;1.139 +/- 0.000;1.0 +/- 0.000
Migraine_onevsrest_0;gemma4_31b_cloud__react;react;gemma4_31b_cloud;0.121 +/- 0.000;4.181 +/- 0.000;32.287 +/- 0.000;0.006 +/- 0.000;0.002 +/- 0.000;0.997 +/- 0.000;0.029 +/- 0.000;0.003 +/- 0.000;0.07 +/- 0.000;0.006 +/- 0.000;0.998 +/- 0.000;1.0 +/- 0.000;1.188 +/- 0.000;1.0 +/- 0.000;0.0 +/- 0.000;0.068 +/- 0.000;0.067 +/- 0.000;0.17 +/- 0.000;0.492 +/- 0.000;0.068 +/- 0.000;0.152 +/- 0.000;nan +/- 0.000;nan +/- 0.000;nan +/- 0.000;nan +/- 0.000;0.809 +/- 0.000;1.0 +/- 0.000
Migraine_onevsrest_1;gemma4_31b_cloud__react;react;gemma4_31b_cloud;0.094 +/- 0.000;2.19 +/- 0.000;4.248 +/- 0.000;0.033 +/- 0.000;0.008 +/- 0.000;0.983 +/- 0.000;0.07 +/- 0.000;0.016 +/- 0.000;0.15 +/- 0.000;0.024 +/- 0.000;1.0 +/- 0.000;1.0 +/- 0.000;1.126 +/- 0.000;1.0 +/- 0.000;0.0 +/- 0.000;0.149 +/- 0.000;0.178 +/- 0.000;0.39 +/- 0.000;0.492 +/- 0.000;0.149 +/- 0.000;0.258 +/- 0.000;nan +/- 0.000;nan +/- 0.000;nan +/- 0.000;nan +/- 0.000;0.711 +/- 0.000;1.0 +/- 0.000
Migraine_onevsrest_2;gemma4_31b_cloud__react;react;gemma4_31b_cloud;0.063 +/- 0.000;3.149 +/- 0.000;9.94 +/- 0.000;0.03 +/- 0.000;0.007 +/- 0.000;0.985 +/- 0.000;0.062 +/- 0.000;0.014 +/- 0.000;0.159 +/- 0.000;0.029 +/- 0.000;0.997 +/- 0.000;1.0 +/- 0.000;1.231 +/- 0.000;1.0 +/- 0.000;0.0 +/- 0.000;0.143 +/- 0.000;0.151 +/- 0.000;0.334 +/- 0.000;0.492 +/- 0.000;0.143 +/- 0.000;0.407 +/- 0.000;nan +/- 0.000;nan +/- 0.000;nan +/- 0.000;nan +/- 0.000;0.827 +/- 0.000;1.0 +/- 0.000
Migraine_onevsrest_3;gemma4_31b_cloud__react;react;gemma4_31b_cloud;0.291 +/- 0.000;1.485 +/- 0.000;11.268 +/- 0.000;0.113 +/- 0.000;0.032 +/- 0.000;0.942 +/- 0.000;0.137 +/- 0.000;0.048 +/- 0.000;0.501 +/- 0.000;0.045 +/- 0.000;1.0 +/- 0.000;1.0 +/- 0.000;1.124 +/- 0.000;1.0 +/- 0.000;0.0 +/- 0.000;0.498 +/- 0.000;0.334 +/- 0.000;1.071 +/- 0.000;0.492 +/- 0.000;0.498 +/- 0.000;1.988 +/- 0.000;nan +/- 0.000;nan +/- 0.000;nan +/- 0.000;nan +/- 0.000;1.763 +/- 0.000;1.0 +/- 0.000
Migraine_onevsrest_4;gemma4_31b_cloud__react;react;gemma4_31b_cloud;0.155 +/- 0.000;2.862 +/- 0.000;20.274 +/- 0.000;0.051 +/- 0.000;0.014 +/- 0.000;0.972 +/- 0.000;0.083 +/- 0.000;0.023 +/- 0.000;0.39 +/- 0.000;0.039 +/- 0.000;0.999 +/- 0.000;1.0 +/- 0.000;1.026 +/- 0.000;1.0 +/- 0.000;0.0 +/- 0.000;0.374 +/- 0.000;0.254 +/- 0.000;0.81 +/- 0.000;0.492 +/- 0.000;0.374 +/- 0.000;2.337 +/- 0.000;nan +/- 0.000;nan +/- 0.000;nan +/- 0.000;nan +/- 0.000;2.1 +/- 0.000;1.0 +/- 0.000
Migraine_onevsrest_5;gemma4_31b_cloud__react;react;gemma4_31b_cloud;0.041 +/- 0.000;3.334 +/- 0.000;9.538 +/- 0.000;0.039 +/- 0.000;0.01 +/- 0.000;0.98 +/- 0.000;0.068 +/- 0.000;0.018 +/- 0.000;0.149 +/- 0.000;0.028 +/- 0.000;0.999 +/- 0.000;1.0 +/- 0.000;1.065 +/- 0.000;1.0 +/- 0.000;0.0 +/- 0.000;0.139 +/- 0.000;0.152 +/- 0.000;0.342 +/- 0.000;0.492 +/- 0.000;0.139 +/- 0.000;0.293 +/- 0.000;nan +/- 0.000;nan +/- 0.000;nan +/- 0.000;nan +/- 0.000;0.773 +/- 0.000;1.0 +/- 0.000
new-thyroid1;gemma4_31b_cloud__react;react;gemma4_31b_cloud;0.504 +/- 0.000;0.757 +/- 0.000;1.512 +/- 0.000;0.26 +/- 0.000;0.074 +/- 0.000;0.878 +/- 0.000;0.312 +/- 0.000;0.113 +/- 0.000;0.665 +/- 0.000;0.034 +/- 0.000;1.0 +/- 0.000;1.0 +/- 0.000;1.206 +/- 0.000;1.0 +/- 0.000;0.0 +/- 0.000;0.659 +/- 0.000;0.408 +/- 0.000;0.631 +/- 0.000;1.0 +/- 0.000;0.659 +/- 0.000;0.91 +/- 0.000;1.465 +/- 0.000;11.152 +/- 0.000;2.441 +/- 0.000;2.504 +/- 0.000;1.028 +/- 0.000;1.0 +/- 0.000
newthyroid2;gemma4_31b_cloud__react;react;gemma4_31b_cloud;0.509 +/- 0.000;0.754 +/- 0.000;1.639 +/- 0.000;0.258 +/- 0.000;0.075 +/- 0.000;0.87 +/- 0.000;0.282 +/- 0.000;0.117 +/- 0.000;0.596 +/- 0.000;0.034 +/- 0.000;1.0 +/- 0.000;1.0 +/- 0.000;1.185 +/- 0.000;1.0 +/- 0.000;0.0 +/- 0.000;0.58 +/- 0.000;0.369 +/- 0.000;0.564 +/- 0.000;1.0 +/- 0.000;0.58 +/- 0.000;0.651 +/- 0.000;1.363 +/- 0.000;11.064 +/- 0.000;2.444 +/- 0.000;2.434 +/- 0.000;0.998 +/- 0.000;1.0 +/- 0.000
